event_type_encoded,hour_of_day,frequency_score,path_risk_score,label
0,13,0.3313357669058882,0.12742267546027594,0
3,16,0.3117002340279973,0.11218137295494929,0
1,16,0.11080844141824919,0.07384319690243835,0
3,10,0.11254865745065736,0.07293030306545122,0
0,13,0.16302296150192624,0.04990594784458489,0
3,17,0.3248432833430618,0.18515276451391133,0
1,10,0.3644248613989973,0.004957272379637745,0
2,14,0.34067054168114175,0.17281280567505589,0
2,10,0.3362123527406414,0.021619125280591425,0
3,11,0.15987184900772558,0.183690380245899,0
1,11,0.10709933041043546,0.038625957665541735,0
0,12,0.2053438387248257,0.10188113510560748,0
2,8,0.1346025255554283,0.1940801222044456,0
2,8,0.13252076416441333,0.08691275171292888,0
2,14,0.281862655991843,0.10228461193389563,0
1,12,0.11331596011396933,0.08721150309099446,0
1,13,0.2293892198874961,0.18977489719426288,0
2,18,0.35440458385190066,0.14395085260279003,0
2,18,0.22251787258576508,0.08048007741154493,0
1,11,0.2261339001318725,0.18807273414603662,0
1,17,0.27073157645974283,0.08121503375163258,0
2,12,0.1630548054647926,0.15715176549551602,0
2,15,0.2325358050513859,0.13512544663801998,0
1,18,0.12543866101753653,0.1030904019830433,0
2,9,0.3455270393609993,0.15022762750814644,0
1,11,0.1442061886737318,0.009242743618551685,0
0,15,0.22433230329931583,0.12595307614754275,0
3,15,0.2198958588629613,0.029514269018259643,0
0,14,0.16565234104369586,0.1608219712346286,0
3,8,0.2672217382100186,0.18349400289108805,0
1,15,0.300273319775906,0.1975784906132896,0
3,17,0.3445019521995052,0.17840405926820363,0
3,10,0.32309663264787547,0.09493488736461067,0
1,18,0.18319340593922218,0.15553496706679437,0
1,12,0.23196177797947085,0.1427089725222113,0
2,13,0.36790804983709513,0.01611553153153369,0
3,10,0.3119257425083657,0.012845770142775615,0
3,14,0.11867971317507561,0.16657823386809756,0
0,17,0.21411430867831352,0.0011792167167986147,0
3,14,0.2614661702830695,0.14692681215127154,0
1,15,0.16582649038643088,0.08716719520932732,0
2,20,0.9758624862006928,0.9922887910075693,1
3,17,0.26931759490743223,0.005420409268062487,0
1,15,0.15451870795402967,0.05203126278386094,0
3,13,0.2012501644221612,0.1759279972003791,0
3,12,0.3504732744736364,0.09406136724260938,0
0,13,0.16726664971592448,0.013723674090553884,0
0,8,0.38488351981479674,0.039872136472506585,0
1,20,0.9008376533859732,0.8255878327720076,1
2,13,0.1503367430103407,0.12144949877818634,0
0,10,0.38941623191022634,0.021619749931521316,0
2,6,0.7227989433529179,0.8762457663731922,1
0,12,0.355087971726639,0.12008232296336883,0
0,13,0.2598235735931501,0.13230426813747118,0
2,8,0.35487268809987327,0.16446618361801163,0
2,18,0.367472504441531,0.09194786952034927,0
1,16,0.38964211937142335,0.05401647927748017,0
3,15,0.2306723479011683,0.14620524286102446,0
1,9,0.18367847475774107,0.0901604000387541,0
3,13,0.10860999933102689,0.17019056726249182,0
1,13,0.339349707048429,0.06806776863285673,0
2,16,0.10304533433160314,0.18961251555540626,0
3,15,0.2665528634745583,0.048064787224843114,0
3,15,0.3378798604396953,0.018610670110934337,0
1,12,0.29918800647904487,0.07380409013220739,0
2,14,0.3989894391877996,0.11007769455133572,0
3,12,0.19198689740464914,0.04610760825970155,0
2,9,0.32286431909173124,0.19017551207868696,0
1,11,0.3215813960526852,0.05529992539373785,0
2,9,0.3497885089981204,0.0592492926530289,0
2,8,0.3124055457133095,0.025316591969596326,0
0,20,0.7307762940363282,0.6049061613502031,1
3,15,0.20221177976808774,0.19309952862765897,0
3,9,0.3466346935898291,0.08014148845038796,0
0,10,0.14475927534209657,0.11256791941691285,0
1,9,0.26742191038528856,0.0832348042820657,0
1,16,0.21411340784396482,0.18170087552476077,0
3,12,0.27058884118727,0.01204606087450817,0
0,11,0.287654509121981,0.05292922505800149,0
1,10,0.26559767367332776,0.03130652308862763,0
3,12,0.10979195661427729,0.05762097791873786,0
3,9,0.3062154760213729,0.18478220889650976,0
1,14,0.13443289073831374,0.04496189005320477,0
2,10,0.12142295105674425,0.03318455784414494,0
2,15,0.13730609745241248,0.13773559824241874,0
2,16,0.26199446877940424,0.0875517727143196,0
3,13,0.2811140922837732,0.00517297847766709,0
0,18,0.3464263735775151,0.11524939692054936,0
1,15,0.2556891522962812,0.08844588088404058,0
3,18,0.34427348336218105,0.19381104721314074,0
3,13,0.19631747678697148,0.020919976916511485,0
3,15,0.18646533860843673,0.18903870791264213,0
0,15,0.12641793783273658,0.05047977018844155,0
3,16,0.34747816098061035,0.00023021348962244393,0
3,14,0.11626122561301859,0.10368787849214577,0
3,18,0.23261228671667847,0.01032235503726935,0
1,12,0.23143482852171351,0.13965000582443446,0
1,10,0.19322504151800055,0.0027348928932121376,0
1,9,0.23843436825363504,0.02349322981791151,0
3,12,0.2526616045208535,0.054684979342654844,0
3,11,0.2370359418196941,0.028928393697121746,0
1,9,0.1828742208466123,0.1580012364006227,0
2,8,0.184851694984848,0.05971116995435344,0
3,10,0.23396421791295838,0.09686827711034407,0
3,15,0.3798556767145783,0.17392033664681372,0
1,17,0.21489125467888068,0.17120259519747566,0
2,15,0.3115683643075008,0.16228178051297537,0
1,15,0.3894473315112732,0.02524925396187774,0
2,9,0.36225711221629253,0.08806124195413544,0
3,8,0.3167331482711928,0.08199572394927289,0
1,9,0.2408471802954196,0.19384072611484346,0
3,18,0.12409459617383471,0.06571311779669124,0
3,13,0.2880397537023964,0.17748773658186467,0
0,17,0.12052622415446544,0.1262322033709281,0
1,9,0.23019144157693772,0.019688625276639594,0
0,15,0.14990943601876755,0.05989321604881295,0
2,21,0.8124523269325944,0.6582279182797593,1
1,10,0.15252080651887137,0.12189835737770736,0
1,15,0.37384870480706645,0.02862354402570193,0
2,15,0.17659801244774623,0.0018794862909742084,0
2,18,0.2639794412806086,0.014772380056574597,0
2,18,0.38860872184703266,0.13806270249202582,0
2,11,0.3998120696500538,0.17066709173203717,0
3,17,0.20768774727317377,0.059174478043156925,0
0,18,0.2187417222734102,0.001619593152298049,0
0,17,0.32355164624019106,0.16656777993463767,0
1,17,0.3405795872635863,0.043800907785621096,0
2,18,0.3266731971225032,0.15349415489909282,0
1,18,0.1291491789446854,0.12549162156334612,0
3,23,0.9197079303817715,0.6360533502984875,1
3,10,0.1602384383950229,0.15730256220610106,0
2,16,0.2505384286794521,0.054505470142472714,0
3,12,0.3239678052151136,0.06774305076037726,0
0,10,0.3262454479184007,0.04512293913981407,0
3,16,0.20973251482166994,0.1581363937177875,0
0,21,0.8753680274956498,0.9289669204907097,1
0,18,0.17014657066347497,0.005004929929296464,0
2,17,0.16641016002219702,0.01264340823203909,0
2,18,0.22248875673862384,0.027955402501444217,0
2,15,0.13483614421753287,0.04696000648626582,0
3,15,0.21130345464606484,0.1898761536823811,0
3,17,0.3226807044295948,0.030904580481967005,0
0,15,0.2846956642153469,0.18781061314273106,0
2,11,0.2330149258182105,0.1901110339702854,0
0,18,0.21020048754915416,0.18033924248493094,0
0,14,0.18276443225847605,0.19364137518727736,0
3,9,0.2988306214185934,0.12834089344664354,0
0,8,0.33603837713638507,0.04871377943280473,0
1,9,0.3489453511651398,0.11084155769222581,0
1,13,0.3323105733414461,0.1577287508555219,0
2,10,0.39625819130985174,0.1080430913726303,0
0,18,0.35993436655204036,0.0263606459123795,0
1,17,0.19713143858860677,0.03484924028123544,0
3,16,0.134094792035964,0.012711607629427246,0
2,16,0.2780998053604081,0.09040108398175045,0
0,18,0.2564353644139252,0.09160850441953641,0
0,15,0.3541895629501729,0.08525472385599836,0
3,9,0.36978002953706046,0.06442236394926522,0
1,12,0.28729524828436237,0.11707293770962422,0
3,17,0.2591670512293974,0.09074308351509433,0
0,9,0.3558378211886726,0.13018333297626108,0
1,14,0.2354664747895845,0.04569871487291688,0
3,14,0.2247968950784486,0.019017167855126173,0
2,13,0.3860777552857375,0.13736420709339534,0
0,9,0.12796903051110323,0.019312886513157126,0
1,16,0.11799429339125397,0.19132492476938132,0
0,14,0.20607942389013031,0.13306810400058308,0
0,12,0.28012302736740313,0.0703292371386298,0
1,10,0.2970208908964457,0.04484897382151312,0
2,9,0.3287816895810549,0.11482000086629254,0
0,17,0.378725287298481,0.1658921579919326,0
1,12,0.31080963185968147,0.06179693776598203,0
0,10,0.3609588119609315,0.11326421895227526,0
1,18,0.39154309562740575,0.018351536610889063,0
3,14,0.23609373720190524,0.03148185516901774,0
2,17,0.2788671316615277,0.17666843690366868,0
0,18,0.12447445825957396,0.08862259486606522,0
3,14,0.18195005330943087,0.15098862873367414,0
3,9,0.18497394102413484,0.13569725095202662,0
2,8,0.1661555306507574,0.19688913166422392,0
1,12,0.3835972261679932,0.15346990546172082,0
2,13,0.13599530311166474,0.09947706572266538,0
1,14,0.25977470436022715,0.046022143215331934,0
2,9,0.21912135227418922,0.14840826547488906,0
3,9,0.35863300408362,0.11515183214736623,0
3,12,0.13455201179913948,0.004171311804949763,0
3,13,0.12643896438936542,0.1688968719629394,0
3,16,0.12359412624485797,0.17410488323908235,0
1,13,0.3337353605809794,0.01527587549460423,0
1,13,0.20532992048720816,0.19164466979943007,0
1,11,0.13084135833332886,0.051193644400345975,0
1,18,0.12260598207372306,0.1902584281159164,0
3,17,0.3279631448823246,0.0897810513990126,0
2,18,0.1948416683471741,0.08795256326837281,0
2,12,0.27742592704930635,0.07038844452401531,0
3,15,0.11128217367132763,0.07374751989796256,0
0,17,0.2782239455887701,0.076896495316493,0
0,15,0.37271498697209937,0.11433133729076006,0
3,16,0.14525832300869157,0.012374740020220144,0
2,9,0.25136470045028725,0.03451178228727299,0
3,15,0.25722056595105236,0.12196108126453489,0
2,14,0.22263081917419614,0.06767342936828391,0
2,9,0.19890722653531867,0.11159264248368046,0
2,18,0.38932300859617297,0.12054016273212383,0
0,17,0.2990836318018177,0.18334929101142405,0
3,10,0.27851236844547245,0.18760043991315217,0
3,18,0.33749858735906313,0.1626369567629602,0
0,18,0.3011368120239818,0.10169769728456153,0
2,20,0.984300480260304,0.7945083683490909,1
1,10,0.1231495252902629,0.16888567773717666,0
0,18,0.2010293115892845,0.15326152088944833,0
3,10,0.14867416362653516,0.16626901133782512,0
1,15,0.1131077283863543,0.07285988282615381,0
3,17,0.1854783797690075,0.14970730361908727,0
1,12,0.38967899115821103,0.15687404791864099,0
1,13,0.30349204751952774,0.1140838786727783,0
2,14,0.2508720074462737,0.08373216534594917,0
1,17,0.14151956038102936,0.050000642317801415,0
2,16,0.38028806619924993,0.14228019542380016,0
0,12,0.12516253761153703,0.0320624668490757,0
1,14,0.12751407089772804,0.18210099074548186,0
2,8,0.22446907174570163,0.07929079309404957,0
3,9,0.21247380202533028,0.005637509105630012,0
2,10,0.1412798763177615,0.057375879462653635,0
1,15,0.234580442194674,0.0010502396611235866,0
2,11,0.35048892978471435,0.1097608490887671,0
3,9,0.332851789790619,0.04752804532818673,0
1,14,0.29168551965184314,0.12456211366819384,0
3,17,0.26081613529421843,0.1263909884026285,0
1,12,0.22877166793100015,0.12296191655519013,0
3,10,0.29931139052260275,0.017122790997452352,0
0,16,0.2632245879784101,0.15728246716906352,0
0,14,0.3619994315582553,0.008706885033355328,0
2,12,0.32419497746879367,0.07141877530294659,0
1,18,0.28847708874269695,0.15430027482197184,0
2,10,0.11330070648856246,0.10920274904153832,0
1,18,0.23938686992411135,0.1390778503992128,0
1,9,0.3148135172788584,0.18872103014242586,0
1,0,0.7946787460149176,0.7240303531747567,1
3,12,0.1109862314610725,0.12938009976015005,0
0,18,0.19957740591440337,0.02489500164887668,0
3,15,0.36839124848651605,0.07732895365213843,0
3,15,0.21020407808790462,0.15945817607533314,0
0,14,0.12367810181664038,0.12049065976604545,0
2,13,0.1307793723346343,0.06558398106831197,0
3,17,0.31529887339349705,0.03332895441318273,0
3,8,0.3180443187133309,0.18232144616925614,0
3,12,0.29184079314774414,0.15829556576595363,0
3,13,0.25392580583936564,0.14997959685237797,0
0,10,0.35460079299116043,0.13561777439908976,0
1,9,0.1707986141261057,0.1290325751398928,0
0,17,0.14603144901781245,0.0899845137429588,0
3,9,0.27217653350016874,0.10589197630725794,0
2,11,0.388156015679498,0.005182668172828642,0
3,16,0.13532829864720258,0.15499289670629765,0
1,17,0.1856730633094474,0.18329578190837628,0
0,10,0.3558478871152968,0.09040853704907947,0
3,9,0.3431539655072896,0.1935122472726125,0
2,9,0.2649991442460672,0.05807245655556273,0
1,18,0.15222730292461004,0.07229843662493787,0
1,10,0.17102085528606115,0.09880438748938446,0
2,15,0.34109851788657597,0.1103293867852855,0
0,9,0.19278721525853865,0.1999190087868774,0
3,14,0.3470018198525172,0.014750142582247806,0
0,15,0.23974995988631767,0.10347200236397203,0
1,10,0.22978548594459247,0.18214245418937747,0
0,16,0.1459046400430602,0.032931415978024826,0
1,13,0.3842449410428943,0.1037795586808412,0
0,12,0.1588905758449221,0.19127032540863964,0
2,17,0.2600434089305142,0.10051462894825254,0
1,10,0.29761986201512636,0.1441265536874546,0
0,8,0.12436685646801098,0.18970937079407832,0
2,18,0.16324251391058936,0.11442744048921283,0
0,15,0.36669906443468636,0.10911549670945353,0
2,15,0.1734633731946829,0.16146986288575954,0
3,9,0.30658407150189515,0.03161608940304144,0
3,11,0.20205777050553322,0.02873373823252692,0
2,13,0.39261223837446413,0.026153230310477296,0
0,13,0.17252135828094015,0.024504381816792,0
1,9,0.11518158754008709,0.1890769785406438,0
3,11,0.3888057556718011,0.18046216541483948,0
2,11,0.32893641254158856,0.09965310841198177,0
3,12,0.24921108191425273,0.018009819008756867,0
3,11,0.16454332675787237,0.07057901777127107,0
3,17,0.36470184291046037,0.13085200737792343,0
0,9,0.2292783308042622,0.17649114618371858,0
3,13,0.1135727183533794,0.01023153747660166,0
2,16,0.18658050911172872,0.07726976499595571,0
2,17,0.30411959203565825,0.02376220394471791,0
3,13,0.33846916851428377,0.06781705999051306,0
1,11,0.28073888534856406,0.0802774168552129,0
0,21,0.8557998130999249,0.6595762658305779,1
1,13,0.379410620658997,0.06370600635186141,0
2,17,0.20091203564550353,0.16565787719147518,0
2,15,0.34472464997314733,0.07367156197315393,0
3,17,0.19230335011352928,0.17975342083770662,0
0,17,0.2423770642255182,0.1934141392344102,0
1,8,0.27505698311429205,0.03410241234933187,0
3,10,0.3464983873383557,0.0484393120282449,0
0,11,0.10568121025198378,0.06273849668917104,0
1,14,0.2505458513832963,0.12229561197835348,0
0,10,0.25560496346803396,0.11217735458172787,0
3,16,0.21304743285570876,0.19133709843930963,0
2,16,0.20628609659344385,0.15439795682974816,0
2,17,0.24525403050839342,0.19146747923868768,0
2,11,0.3824456638982384,0.19645205929519916,0
1,15,0.19511222350553442,0.06976063484026132,0
2,12,0.13656223171981452,0.13532444915650915,0
3,13,0.3863826590174384,0.16092316679131408,0
2,9,0.20390905422868497,0.08847522237296708,0
3,11,0.16062040216017895,0.10771558474173056,0
2,10,0.13276797447132402,0.1481781953376986,0
0,18,0.3715552572854791,0.04513432925633276,0
0,14,0.19908808704620168,0.09448078140697613,0
1,8,0.38935563016761676,0.19558214236661745,0
3,15,0.29516160756227966,0.1511822118817479,0
2,18,0.11774877587244723,0.15374499870756375,0
1,16,0.32160595668059067,0.1700666203151187,0
1,6,0.999151540926553,0.7587978297113198,1
2,8,0.10278015054402995,0.11359237373289909,0
2,12,0.23630472344703854,0.12826248190298747,0
1,16,0.24040623070188705,0.03856227965476196,0
1,15,0.29448560161277254,0.1437196346911774,0
2,4,0.7526484741515393,0.9424586017093831,1
3,16,0.19837799762205283,0.08016664932557323,0
1,15,0.19708050102552485,0.049609416733429,0
1,15,0.32612699553443714,0.19080696453098253,0
0,12,0.2961050101210596,0.13855371808454778,0
0,15,0.19204190260108595,0.08108332259367945,0
2,9,0.291613397559815,0.18812712474918009,0
1,11,0.3872081610565681,0.0956363799470448,0
2,14,0.3105822180566963,0.18255937765662086,0
1,11,0.3041025759758194,0.11916289310624457,0
3,16,0.3111298375467618,0.015620544429488037,0
0,16,0.3708664480719427,0.04043135579332957,0
1,13,0.35634580221848533,0.08836811053192617,0
3,9,0.3696668055140422,0.0890965384374441,0
1,16,0.22462737215339795,0.11278223701974269,0
2,8,0.21878461298597726,0.16329064518662612,0
0,8,0.22710921543358759,0.1400769756194352,0
0,9,0.39584117442468314,0.09441424016913008,0
1,10,0.3297483048771136,0.19566665698482022,0
3,13,0.3978569795742637,0.07649592377027442,0
3,14,0.12407499778881002,0.1928288752761372,0
1,18,0.3580859743381364,0.023726633457055127,0
3,16,0.13820412619678257,0.1957448754052672,0
0,12,0.23890117035843403,0.1438187950021704,0
3,11,0.17425361155113267,0.06923194699752536,0
0,8,0.3428434550617584,0.08384811969835043,0
0,11,0.16182448655506426,0.020179342618501406,0
0,19,0.8316888434462382,0.8159039235629714,1
0,10,0.2511687546822804,0.05785269027078377,0
2,17,0.27937530228317875,0.13450638028738274,0
2,10,0.3957086682175378,0.10425021085298469,0
2,8,0.26701543543157036,0.11833342444854063,0
1,18,0.3036250369858755,0.11117013319674252,0
2,23,0.9088925221927269,0.7633036707318354,1
1,16,0.242055646123666,0.1698681864520081,0
1,15,0.3744223521447717,0.11247718991738183,0
1,14,0.17285755482687576,0.04066734661201088,0
3,13,0.1277391989580591,0.14491694246144038,0
2,14,0.3021015761903736,0.12058440899781518,0
1,17,0.3172915719556448,0.11177009525450546,0
2,12,0.38710592815800204,0.003066741245698568,0
0,15,0.3743323890326765,0.13912525714099636,0
3,11,0.26562378776434437,0.15510277641275405,0
2,12,0.1784684882156058,0.10256330800475472,0
0,15,0.32848869079291343,0.0640466569577612,0
2,14,0.11371463439432843,0.17281696829389648,0
0,12,0.2659934690626523,0.11680637982359963,0
2,10,0.15885753481805015,0.046003725200652726,0
1,15,0.2651927597551226,0.1886929090095261,0
3,18,0.3218782271979651,0.09216579968964106,0
2,10,0.1419875585741852,0.10930926574515748,0
0,16,0.11014712714940716,0.16933947663654447,0
0,8,0.22371766672467785,0.16850894336506972,0
1,8,0.16561590173631813,0.0912019317942868,0
3,18,0.2463563152009214,0.0013224713984317793,0
0,8,0.2588252940524952,0.0549481474395664,0
0,16,0.343947166274173,0.13480659042384208,0
1,9,0.3754146533377034,0.10487708024516328,0
2,13,0.18019742100299074,0.07937928449961429,0
3,15,0.2695006547343908,0.19804660632794546,0
0,18,0.39750241158504596,0.12997889035878457,0
3,22,0.7168344817386897,0.6037800690616523,1
3,14,0.29347217258299063,0.06625412339844797,0
0,16,0.3757456646320636,0.04595329942020335,0
3,12,0.113968591222523,0.014869611985130217,0
0,10,0.3786299083763979,0.06289693864533019,0
1,14,0.3786624820759986,0.05985537791617251,0
3,18,0.368957730100816,0.06634596792436571,0
1,9,0.2502378554913176,0.19486466548719927,0
3,11,0.3516023972839525,0.06811854929502119,0
3,13,0.10888769768354954,0.05466540572575947,0
3,11,0.2067433593117544,0.18822856899414508,0
3,9,0.331650221240407,0.05907589614101525,0
0,9,0.18039160926838432,0.07599999861669116,0
1,14,0.19500346860446088,0.021310183542252226,0
2,21,0.7306694242339737,0.6349188929420464,1
3,9,0.10787857120398917,0.07078285746905177,0
2,14,0.10370218446518634,0.08276201395362548,0
1,17,0.2563313592290497,0.13706319835891131,0
2,12,0.18052203914476322,0.02918696412930957,0
2,14,0.189925676176469,0.15653332483309712,0
1,18,0.2487407310168588,0.12333375840715799,0
1,12,0.10203021082764147,0.07913839568528117,0
3,13,0.232066876444376,0.08612324418943446,0
1,12,0.1961995466125263,0.18945578440322325,0
2,10,0.38937238692843823,0.19374504434933912,0
3,17,0.334592310881073,0.0651772474885811,0
3,13,0.13416634708359945,0.11277010172575719,0
1,18,0.33028537232450955,0.005383221735067068,0
1,15,0.3393056563094211,0.16625636174207223,0
3,18,0.24979096458668812,0.12666720793073272,0
1,14,0.3367230289660189,0.014793027116457691,0
3,17,0.22024152919881212,0.10132252860590181,0
3,16,0.1110295492203256,0.19368560814787372,0
0,9,0.3306862143760122,0.13152032891615315,0
0,17,0.3950824617855949,0.13549437917283713,0
2,14,0.13178336548182618,0.019721311716345502,0
1,15,0.21223587034151145,0.0926126417105529,0
1,13,0.39931081762439613,0.09655421689830623,0
0,9,0.3493953234121416,0.14603014460455652,0
2,15,0.3352809992586091,0.10422296596009434,0
0,15,0.3165981829839124,0.09048943865136723,0
0,9,0.10677553456093371,0.06861558951134968,0
1,11,0.25479817056906207,0.110382057965004,0
3,15,0.16955666422342314,0.08100948725605057,0
3,14,0.10875768230271718,0.12282138747438397,0
3,14,0.10133501299784096,0.042959221014059294,0
0,17,0.13052561461814272,0.17439586600197704,0
2,11,0.23726512666185567,0.052470679090472185,0
2,17,0.2165917782738248,0.07850880114287839,0
2,15,0.2852088038009275,0.1627476508521868,0
2,17,0.2770505094932436,0.13442201634339654,0
1,12,0.1350846711912256,0.07466121419286212,0
3,14,0.27892774523317954,0.11496120897488289,0
3,18,0.2612137809994063,0.1838321993429364,0
1,16,0.15005965714821673,0.05776695480986913,0
3,17,0.11608337878925105,0.07180783443427377,0
1,22,0.8227403045103624,0.7966903520096256,1
3,15,0.15017604622841765,0.11307955984899505,0
1,12,0.10980852605742124,0.04496868332864137,0
3,17,0.32275547557893614,0.15318391098873815,0
0,17,0.13426199540769065,0.15502260557279912,0
2,16,0.34678327833887845,0.008322104454046663,0
1,14,0.1307249316632495,0.16601414330850794,0
2,8,0.23491970284912414,0.06971539536446276,0
3,9,0.3326894949642321,0.04738921107333625,0
2,17,0.28983118927814155,0.033196323538051846,0
1,11,0.34163214801108355,0.11401486896099966,0
1,13,0.39370004692089655,0.058526939584811394,0
0,10,0.38883159849813764,0.15713820965825948,0
2,18,0.13806645058414307,0.17321575899823138,0
2,11,0.32844207624395716,0.1352469107399892,0
2,18,0.22426752680951134,0.09039834451007288,0
0,14,0.25468404162630975,0.055645137570356745,0
2,15,0.3850762236596148,0.06545785603218605,0
0,7,0.9387033779943535,0.7590863472754655,1
1,15,0.18056105149432677,0.1656687234097616,0
1,17,0.3557267728865249,0.15766073069533648,0
0,8,0.12987242257486176,0.15677795236811365,0
0,10,0.232385784662928,0.00013518630242084217,0
1,10,0.3646443292125997,0.06037310087528445,0
2,9,0.29637638932563826,0.050077855709821775,0
1,8,0.21890247007966998,0.06110184896884614,0
1,14,0.2966455685150605,0.14073960795280885,0
3,1,0.8558332763909907,0.7780267507114618,1
2,1,0.8433100724313296,0.6915787469836173,1
0,9,0.19400544323227187,0.17619779899605414,0
1,18,0.39788204657391557,0.028570613366978772,0
0,17,0.2950060639473421,0.08801988415597038,0
1,14,0.2848228037802119,0.08847677388781686,0
0,10,0.3257336939643858,0.11791478355230263,0
3,13,0.33732299835941987,0.04955727499271578,0
1,16,0.2802997185290036,0.14423592777191563,0
0,18,0.36274815641712255,0.04108914363048839,0
1,14,0.18866261537262002,0.010913826203050592,0
1,15,0.21576567242907807,0.04821635112104197,0
0,16,0.36661735842607235,0.002413402478221838,0
2,10,0.21605147464755325,0.16779466058072506,0
1,15,0.38633589518226596,0.1540734098449228,0
0,0,0.7119480585811568,0.6241875438352823,1
2,18,0.3137887228303752,0.15342200013314486,0
3,9,0.2921611864937056,0.10753107162721016,0
0,12,0.12370646859252013,0.18418497175454718,0
1,16,0.19802508888557147,0.11728743260248638,0
0,12,0.3096027644816475,0.1459916754863083,0
0,11,0.1258638395174468,0.08689671772120383,0
0,12,0.29982387365779317,0.13161047211387483,0
0,10,0.31044988336715984,0.032766526187081514,0
2,10,0.21156082926749573,0.1499552768187582,0
0,8,0.20050330789485837,0.08586491386887518,0
2,17,0.2882598498696164,0.09922951378702785,0
0,15,0.3578079348062414,0.033376278531086115,0
0,17,0.30223612946892914,0.02306672070682707,0
0,8,0.35760670273660533,0.002457614607440606,0
2,6,0.9793480231471556,0.942994079099189,1
3,11,0.1965406043416184,0.08325131970026307,0
2,9,0.2714607887852375,0.02388018593496224,0
0,10,0.16695551828519556,0.1031548261365501,0
3,22,0.9320582438517656,0.7242791096189646,1
3,8,0.21067580774576478,0.058319018131206525,0
1,15,0.21048208830883564,0.19437154903018575,0
1,16,0.328144666096509,0.04902537487531658,0
3,20,0.8907825518538967,0.8773843225157218,1
2,22,0.7311847058054679,0.811925795624005,1
3,8,0.39176777079021774,0.02847469704099368,0
0,11,0.3691862415794378,0.1039518436984074,0
2,15,0.39236643705047536,0.016980483503297904,0
1,18,0.34598886756826486,0.014966096865975498,0
3,18,0.3892654824198223,0.047354346948379304,0
2,14,0.3102176818964627,0.14707057375647362,0
2,11,0.12240623074074393,0.04054252525584674,0
0,10,0.13169732503080736,0.08991334954806435,0
0,16,0.20748623378120673,0.15406734974330102,0
3,12,0.3557446556983447,0.018084177609704977,0
2,17,0.11209894243259902,0.16718495019759727,0
0,11,0.39052000125291075,0.07924889253595423,0
2,4,0.9856289820471231,0.9418405218488013,1
